study	year	pubmed_link	full_text_link	first_author	last_author	animal_species	animal_strain	animal_sex	animal_model_name	animal_model_citation	prnp_genotype	prp_expression_level	prion_strain	avg_age_at_inoculation_days	inoculum_titer	inoculum_volume_ul	ld50_prions	infection_route	treatment_route	vehicle	control_compound	treatment_class	treatment	dose_description	dose_number_deprecated	peak_dose_mgkgday	equiv_peak_dose_mg_70kg_human	treatment_started_dpi	treatment_stopped_dpi	endpoint	treatment_endpoint_dpi	treatment_sd	treatment_sem	treatment_n	treatment_attack_rate	treatment_censored_dpi	control_endpoint_dpi	control_sd	control_n	control_attack_rate	delay	reported_p	eyeballed	comments		
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	wtPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				100		symptomatic	132.7	0.6		3	1		119.2	1.6	5	1	0.11	0.03	0			
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	wtPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				100		survival	175.0	2.8		2	1		150.6	2.3	5	1	0.16	0.01	0			
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	koPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				100		symptomatic	144.4	2.9		5	1		119.2	1.6	5	1	0.21	0.01	0			
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	koPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				100		survival	170.0			4	1		150.6	2.3	5	1	0.13		0			
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	poPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				100		symptomatic	145.3	2.9		4	1		119.2	1.6	5	1	0.22	0.03	0			
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	poPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				100		survival	170.0			3	1		150.6	2.3	5	1	0.13		0			
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	wtPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				120		symptomatic	111.0	0.0		4	1		103.5	5.7	4	1	0.07	1	0			
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	wtPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				120		survival	151.5	7.2		4	1		144.0	6.7	4	1	0.05	1	0			
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	koPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				120		symptomatic	110.0	4.6		4	1		103.5	5.7	4	1	0.06	1	0			
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	koPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				120		survival	148.0	10.1		4	1		144.0	6.7	4	1	0.03	1	0			
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	poPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				120		symptomatic	116.3	14.2		4	1		103.5	5.7	4	1	0.12	1	0			
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	poPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				120		survival	149.8	2.1		4	1		144.0	6.7	4	1	0.04	1	0			
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	50 uL at 0.5mM five times weekly				14		survival	61.9			12	1		45.0		12	1	0.38		1			
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	pentosan polysulfate	50 uL at 0.05mM five times weekly				14		survival	71.5			12	1		45.0		12	1	0.59		1			
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP and pentosan polysulfate	50 uL at 0.5mM FsTSP and 0.05 mM PPS five times weekly				14		survival	97.4			12	1		45.0		12	1	1.16		1			
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	50 uL at 0.5mM five times weekly				28		survival	48.4			12	1		45.0		12	1	0.08	0.057	1			
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	pentosan polysulfate	50 uL at 0.05mM five times weekly				28		survival	57.4			12	1		45.0		12	1	0.28		1			
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP and pentosan polysulfate	50 uL at 0.5mM FsTSP and 0.05 mM PPS five times weekly				28		survival	74.0			12	1		45.0		12	1	0.64		1			
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	50 uL at 0.5mM five times weekly				35		survival	45.0			12	1		45.0		12	1	0.00	1	1			
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	pentosan polysulfate	50 uL at 0.05mM five times weekly				35		survival	45.0			12	1		45.0		12	1	0.00	1	1			
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP and pentosan polysulfate	50 uL at 0.5mM FsTSP and 0.05 mM PPS five times weekly				35		survival	45.0			12	1		45.0		12	1	0.00	1	1			
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP and pentosan polysulfate	"50 uL at 0.5mM FsTSP and 0.05 mM PPS, one-time i.c. dose plus PPS 10 mg/kg one-time i.p. dose."				45		survival	45.0			12	1		45.0		12	1	0.00		1			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.p.	i.p.			small molecule	FeTSP	12.5 mg/kg i.p. 3 doses/wk		5.4	30.4	-14	28	survival	161.5	27.3		8	1		90.0	6.4	9	1	0.79	0.0001	0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.p.	i.p.			small molecule	TSP	"25 mg/kg i.p. dosing on days -2, -1, and 0, then 3 doses/wk for 5 weeks"		10.7	60.8	-2	35	survival	132.0	13.9		8	1		90.0	6.4	9	1	0.47	0.0001	0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.p.	i.p.			small molecule	FeTAP	12.5 mg/kg i.p. 3 doses/wk		5.4	30.4	-14	28	survival	437.5	160.0		6	1		90.0	6.4	9	1	3.86	0.0001	0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.p.	i.p.			small molecule	TAP	6.25 mg/kg i.p. 3 doses/wk		2.7	15.2	-14	28	survival	166.0	43.3		8	1		90.0	6.4	9	1	0.84	0.0001	0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTAP	".5 mM at days 14,16,18,21"				14	21	survival	54.4	5.4		8	1		46.1	1.2	8	1	0.18	0.001	0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTAP	".5 mM at days 14, 21, 28, 35, 42"				14	42	survival	49.4	4.4		8	1		48.3	3.0	8	1	0.02		0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	NiTAP	".5 mM at days 13, 20, 27, 34, 41"				14	41	survival	50.1	7.2		7	1		48.7	6.8	8	1	0.03		0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	PdTAP	".25 mM at days 13, 20, 27, 34, 41"				14	41	survival	49.8	5.4		4	1		48.7	6.8	8	1	0.02		0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	ZnTAP	".1 mM at days 13, 20, 27, 34, 41"				14	41	survival	52.0	4.6		8	1		48.7	6.8	8	1	0.07		0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	TAP	".1 mM at days 13, 20, 27, 34, 41"				14	41	survival	49.7	4.1		9	1		48.7	6.8	8	1	0.02		0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	ZnTSP	".5 mM at days 13, 20, 27, 34, 41"				14	41	survival	52.8	5.2		10	1		48.7	6.8	8	1	0.08		0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	InTSP	".5 mM at days 13, 20, 27, 34, 41"				14	41	survival	53.7	5.8		9	1		48.7	6.8	8	1	0.10		0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	".5 mM at days 13, 20, 27, 34, 41"				14	41	survival	73.4	9.0		9	1		48.7	6.8	8	1	0.51	0.0001	0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	".5 mM at days 14, 21, 28, 35, 42, 49"				14	49	survival	70.9	8.6		7	1		50.6	3.0	8	1	0.40	0.0001	0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	".16 mM at days 14, 21, 28, 35, 42, 49"				14	49	survival	61.3	5.3		8	1		50.6	3.0	8	1	0.21	0.0001	0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	".05 mM at days 14, 21, 28, 35, 42, 49"				14	49	survival	59.8	5.1		8	1		50.6	3.0	8	1	0.18	0.0001	0			
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	pentosan polysulfate	".05 mM at days 14, 21, 28, 35, 42"				14	42	survival	72.3	3.9		8	1		48.3	3.0	8	1	0.50	0.0001	0			
