study	year	pubmed_link	full_text_link	first_author	last_author	animal_species	animal_strain	animal_sex	animal_model_name	animal_model_citation	prnp_genotype	prp_expression_level	prion_strain	avg_age_at_inoculation_days	inoculum_titer	inoculum_volume_ul	ld50_prions	infection_route	treatment_route	vehicle	control_compound	treatment_class	treatment	dose_description	dose_number_deprecated	peak_dose_mgkgday	equiv_peak_dose_mg_70kg_human	treatment_started_dpi	treatment_stopped_dpi	endpoint	treatment_endpoint_dpi	treatment_sd	treatment_sem	treatment_n	treatment_attack_rate	censored_dpi	control_endpoint_dpi	control_sd	control_n	control_attack_rate	delay	reported_p	eyeballed	comments
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	wtPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				100		symptomatic	132.7	0.6		3	1		119.2	1.6	5	1	0.11	0.03	0	
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	wtPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				100		survival	175.0	2.8		2	1		150.6	2.3	5	1	0.16	0.01	0	
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	koPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				100		symptomatic	144.4	2.9		5	1		119.2	1.6	5	1	0.21	0.01	0	
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	koPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				100		survival	170.0			4	1		150.6	2.3	5	1	0.13		0	
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	poPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				100		symptomatic	145.3	2.9		4	1		119.2	1.6	5	1	0.22	0.03	0	
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	poPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				100		survival	170.0			3	1		150.6	2.3	5	1	0.13		0	
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	wtPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				120		symptomatic	111.0	0.0		4	1		103.5	5.7	4	1	0.07	1	0	
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	wtPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				120		survival	151.5	7.2		4	1		144.0	6.7	4	1	0.05	1	0	
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	koPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				120		symptomatic	110.0	4.6		4	1		103.5	5.7	4	1	0.06	1	0	
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	koPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				120		survival	148.0	10.1		4	1		144.0	6.7	4	1	0.03	1	0	
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	poPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				120		symptomatic	116.3	14.2		4	1		103.5	5.7	4	1	0.12	1	0	
Relano-Gines 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21881119	http://jid.oxfordjournals.org/content/204/7/1038.full.pdf	Relano-Gines	Crozet	mice	C57BL/6	F			wt	1	RML		0.01	20		i.c.	i.c.	PBS	PBS	cell therapy	poPrP fetal NSCs	10^5 cells collected after 10 passages in ?otation was grafted into the hippocampus and the lateral ventricle				120		survival	149.8	2.1		4	1		144.0	6.7	4	1	0.04	1	0	
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	50 uL at 0.5mM five times weekly				14		survival	61.9			12	1		45.0		12	1	0.38		1	
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	pentosan polysulfate	50 uL at 0.05mM five times weekly				14		survival	71.5			12	1		45.0		12	1	0.59		1	
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP and pentosan polysulfate	50 uL at 0.5mM FsTSP and 0.05 mM PPS five times weekly				14		survival	97.4			12	1		45.0		12	1	1.16		1	
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	50 uL at 0.5mM five times weekly				28		survival	48.4			12	1		45.0		12	1	0.08	0.057	1	
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	pentosan polysulfate	50 uL at 0.05mM five times weekly				28		survival	57.4			12	1		45.0		12	1	0.28		1	
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP and pentosan polysulfate	50 uL at 0.5mM FsTSP and 0.05 mM PPS five times weekly				28		survival	74.0			12	1		45.0		12	1	0.64		1	
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	50 uL at 0.5mM five times weekly				35		survival	45.0			12	1		45.0		12	1	0.00	1	1	
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	pentosan polysulfate	50 uL at 0.05mM five times weekly				35		survival	45.0			12	1		45.0		12	1	0.00	1	1	
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP and pentosan polysulfate	50 uL at 0.5mM FsTSP and 0.05 mM PPS five times weekly				35		survival	45.0			12	1		45.0		12	1	0.00	1	1	
Kocisko 2006b	2006	http://www.ncbi.nlm.nih.gov/pubmed/17005828	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1610090/	Kocisko	Race	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP and pentosan polysulfate	"50 uL at 0.5mM FsTSP and 0.05 mM PPS, one-time i.c. dose plus PPS 10 mg/kg one-time i.p. dose."				45		survival	45.0			12	1		45.0		12	1	0.00		1	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.p.	i.p.			small molecule	FeTSP	12.5 mg/kg i.p. 3 doses/wk		5.4	30.4	-14	28	survival	161.5	27.3		8	1		90.0	6.4	9	1	0.79	0.0001	0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.p.	i.p.			small molecule	TSP	"25 mg/kg i.p. dosing on days -2, -1, and 0, then 3 doses/wk for 5 weeks"		10.7	60.8	-2	35	survival	132.0	13.9		8	1		90.0	6.4	9	1	0.47	0.0001	0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.p.	i.p.			small molecule	FeTAP	12.5 mg/kg i.p. 3 doses/wk		5.4	30.4	-14	28	survival	437.5	160.0		6	1		90.0	6.4	9	1	3.86	0.0001	0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.p.	i.p.			small molecule	TAP	6.25 mg/kg i.p. 3 doses/wk		2.7	15.2	-14	28	survival	166.0	43.3		8	1		90.0	6.4	9	1	0.84	0.0001	0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTAP	".5 mM at days 14,16,18,21"				14	21	survival	54.4	5.4		8	1		46.1	1.2	8	1	0.18	0.001	0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTAP	".5 mM at days 14, 21, 28, 35, 42"				14	42	survival	49.4	4.4		8	1		48.3	3.0	8	1	0.02		0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	NiTAP	".5 mM at days 13, 20, 27, 34, 41"				14	41	survival	50.1	7.2		7	1		48.7	6.8	8	1	0.03		0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	PdTAP	".25 mM at days 13, 20, 27, 34, 41"				14	41	survival	49.8	5.4		4	1		48.7	6.8	8	1	0.02		0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	ZnTAP	".1 mM at days 13, 20, 27, 34, 41"				14	41	survival	52.0	4.6		8	1		48.7	6.8	8	1	0.07		0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	TAP	".1 mM at days 13, 20, 27, 34, 41"				14	41	survival	49.7	4.1		9	1		48.7	6.8	8	1	0.02		0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	ZnTSP	".5 mM at days 13, 20, 27, 34, 41"				14	41	survival	52.8	5.2		10	1		48.7	6.8	8	1	0.08		0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	InTSP	".5 mM at days 13, 20, 27, 34, 41"				14	41	survival	53.7	5.8		9	1		48.7	6.8	8	1	0.10		0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	".5 mM at days 13, 20, 27, 34, 41"				14	41	survival	73.4	9.0		9	1		48.7	6.8	8	1	0.51	0.0001	0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	".5 mM at days 14, 21, 28, 35, 42, 49"				14	49	survival	70.9	8.6		7	1		50.6	3.0	8	1	0.40	0.0001	0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	".16 mM at days 14, 21, 28, 35, 42, 49"				14	49	survival	61.3	5.3		8	1		50.6	3.0	8	1	0.21	0.0001	0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	FeTSP	".05 mM at days 14, 21, 28, 35, 42, 49"				14	49	survival	59.8	5.1		8	1		50.6	3.0	8	1	0.18	0.0001	0	
Kocisko 2006a	2006	http://www.ncbi.nlm.nih.gov/pubmed/16436739	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1366918/	Kocisko	Morrey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	50		i.c.	i.c.			small molecule	pentosan polysulfate	".05 mM at days 14, 21, 28, 35, 42"				14	42	survival	72.3	3.9		8	1		48.3	3.0	8	1	0.50	0.0001	0	
Bade 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/16455168		Bade	Frey	mice	Balb/c				wt	1	139A		0.1	100		p.o.	i.n.			vaccination	rPrP90-231 + CT	"100ug of PrP90-231 + 10ug of CT at post-priming days 0, 20, 34, 48, 62 where day 74 = 0 dpi"				-74	-12	survival	266.0				1		257.5			1	0.03	0.05	0	
Ishibashi 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17055125		Ishibashi	Sakaguchi	mice	Balb/c				wt	1	Fukuoka-1					i.p.	i.p.			vaccination	rMoPrP	100ug five times at 2-week intervals				-63	-7	survival	269.0	22.0		7	1		291.0	10.0	8	1	-0.08	0.22	0	
Ishibashi 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17055125		Ishibashi	Sakaguchi	mice	Balb/c				wt	1	Fukuoka-1					i.p.	i.p.			vaccination	rOvPrP	100ug five times at 2-week intervals				-63	-7	survival	290.0			7	1		291.0	10.0	8	1	0.00		1	
Ishibashi 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17055125		Ishibashi	Sakaguchi	mice	Balb/c				wt	1	Fukuoka-1					i.p.	i.p.			vaccination	rBoPrP	100ug five times at 2-week intervals				-63	-7	survival	322.0	15.0		6	1		291.0	10.0	8	1	0.11	0.0008	0	
Kocisko & Vaillant 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/16495266	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1426446/	Kocisko	Caughey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.1	50		i.p.	s.c.		5% dextrose	macromolecule	phosphorothioated oligonucleotiude Randomer 1	"10 mg/kg 3 days before inoculation, then 3x/week for 4 weeks"		4.3	24.3	-3	25	survival	218.5	33.4		4	1		87.6	6.4	9	1	1.49	0.0001	0	
Kocisko & Vaillant 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/16495266	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1426446/	Kocisko	Caughey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.1	50		i.p.	s.c.		5% dextrose	macromolecule	phosphorothioated oligonucleotiude Randomer 1	"10 mg/kg 3 days before inoculation, then 3x/week for 10 weeks"		4.3	24.3	-3	67	survival	195.7	26.8		3	1		87.6	6.4	9	1	1.23	0.0001	0	
Kocisko & Vaillant 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/16495266	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1426446/	Kocisko	Caughey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.1	50		i.p.	i.p.		5% dextrose	macromolecule	phosphorothioated oligonucleotiude Randomer 1	"10 mg/kg 3 days before inoculation, then 3x/week for 4 weeks"		4.3	24.3	-3	25	survival	329.8	88.8		4	1		80.9	8.1	11	1	3.08	0.0001	0	
Kocisko & Vaillant 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/16495266	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1426446/	Kocisko	Caughey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.1	50		i.p.	i.p.		5% dextrose	macromolecule	phosphorothioated oligonucleotiude Randomer 1	"10 mg/kg 3 days before inoculation, then 3x/week for 10 weeks"		4.3	24.3	-3	67	survival	293.0			2	1		80.9	8.1	11	1	2.62	0.0001	0	
Kocisko & Caughey 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/16379006	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1346870/	Kocisko	Caughey	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.1	50		i.p.	i.p.	10% DMSO in PBS		small molecule	mefloquine	"5 mg/kg at days -2, -1, 0 and then 3x/wk for 4 weeks"		2.1	12.2	-2	28	survival	83.4	6.8		8	1		81.1	6.4	8	1	0.03	1	0	
Bachy 2010	2010	http://www.ncbi.nlm.nih.gov/pubmed/19864503	http://vir.sgmjournals.org/content/91/3/809.long	Bachy	Carnaud	mice					wt	1	139A		0.005	100		i.p.	i.p.	PBS		vaccination	dendritic cells expressing PrP98-127	1x10^6 cells in each of a total of seven DC injections; the first three were at 15?day intervals and the remaining four were at monthly intervals				-21	144	symptomatic	226.0	73.0		10	0.8	365	167.0	3.1	12	1	0.35	0.0005	0	mean and sd were re-calculated from raw data in table 1 http://vir.sgmjournals.org/content/91/3/809/T1.expansion.html
Bachy 2010	2010	http://www.ncbi.nlm.nih.gov/pubmed/19864503	http://vir.sgmjournals.org/content/91/3/809.long	Bachy	Carnaud	mice					wt	1	139A		0.005	100		i.p.	i.p.	PBS		vaccination	dendritic cells expressing PrP98-127	1x10^6 cells in each of a total of seven DC injections; the first three were at 15?day intervals and the remaining four were at monthly intervals				-21	144	survival	272.9	49.4		10	0.8	365	212.6	6.4	12	1	0.28	0.0005	0	mean and sd were re-calculated from raw data in table 1 http://vir.sgmjournals.org/content/91/3/809/T1.expansion.html
Gourdain 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19846876	http://www.jimmunol.org/content/183/10/6619.long	Gourdain	Carnaud	mice			RAG2-/-		wt	1	139A	79				i.p.	i.v.			cell therapy	primed boosted T lymphocytes	1e7 cells				-30	-30	symptomatic	236.0			6	1		193.0		6	1	0.22	0.01	0	body text says 2e5 LD50 and figure 5 caption says 2e4 LD50.
Gourdain 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19846876	http://www.jimmunol.org/content/183/10/6619.long	Gourdain	Carnaud	mice			RAG2-/-		wt	1	139A	79				i.p.	i.v.			cell therapy	primed boosted T lymphocytes	1e7 cells				-30	-30	survival	284.0			6	1		233.0		6	1	0.22	0.05	0	body text says 2e5 LD50 and figure 5 caption says 2e4 LD50.
Gourdain 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19846876	http://www.jimmunol.org/content/183/10/6619.long	Gourdain	Carnaud	mice			RAG2-/-		wt	1	139A	79				i.p.	i.v.			cell therapy	primed non-boosted T lymphocytes	1e7 cells				-30	-30	symptomatic	193.0			6	1		193.0		6	1	0.00	1	1	body text says 2e5 LD50 and figure 5 caption says 2e4 LD50.
Gourdain 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19846876	http://www.jimmunol.org/content/183/10/6619.long	Gourdain	Carnaud	mice			RAG2-/-		wt	1	139A	79				i.p.	i.v.			cell therapy	primed non-boosted T lymphocytes	1e7 cells				-30	-30	survival	235.0			6	1		233.0		6	1	0.01	1	1	body text says 2e5 LD50 and figure 5 caption says 2e4 LD50.
Fujita 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21516351		Fujita	Sakaguchi	mice	C57BL/6				wt	1	Chandler	35	0.1	20		i.c.	i.c.		GFP-Ra2 microglial cells	cell therapy	microglia expressing anti-PrP scFv	directly injected 3S9scFv/GFP-Ra2 microglial cells into the right cerebrum at 1 week and into the left cerebrum at 3 weeks before inoculation				-21	-7	survival	175.0			10	1		168.0		10	1	0.04	0.014	1	
Fujita 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21516351		Fujita	Sakaguchi	mice	C57BL/6				wt	1	Chandler	35	0.1	20		i.c.	i.c.		GFP-Ra2 microglial cells	cell therapy	microglia expressing anti-PrP scFv	direct injection into right cerebrum				49	49	survival	165.0						165.0				0.00	1	1	
